2017-02-07T19:07:14.8750000Z|Program_Name_Editing|NIST_MTC_CRADA_COVER_REV-A.NC
2017-02-07T19:07:20.3437500Z|Block_Number|0
2017-02-07T19:07:25.4218750Z|Block_Number|12
2017-02-07T19:07:25.4375000Z|Feed_Rate|217.216666666667
2017-02-07T19:07:25.4531250Z|Program_Status|ACTIVE
2017-02-07T19:07:25.4687500Z|Program_Name_Running|NIST_MTC_CRADA_COVER_REV-A.NC
2017-02-07T19:07:25.5781250Z|Program_Runtime_Seconds|63
2017-02-07T19:07:25.5781250Z|Program_Runtime_Seconds|3
2017-02-07T19:07:26.4062500Z|Feed_Rate|177.35
2017-02-07T19:07:26.5625000Z|Feed_Rate|92.4
2017-02-07T19:07:26.5937500Z|Program_Runtime_Seconds|4
2017-02-07T19:07:26.7343750Z|Feed_Rate|5.15
2017-02-07T19:07:26.9218750Z|Feed_Rate|195.816666666667
2017-02-07T19:07:27.0625000Z|Feed_Rate|211.45
2017-02-07T19:07:27.2343750Z|Feed_Rate|0.05
2017-02-07T19:07:27.3750000Z|Feed_Rate|0
2017-02-07T19:07:27.5312500Z|Program_Runtime_Seconds|5
2017-02-07T19:07:28.5625000Z|Program_Runtime_Seconds|6
2017-02-07T19:07:29.5625000Z|Program_Runtime_Seconds|7
2017-02-07T19:07:30.4843750Z|Current_Tool|0.000000
2017-02-07T19:07:30.6093750Z|Program_Runtime_Seconds|8
2017-02-07T19:07:31.0000000Z|Current_Tool|2.000000
2017-02-07T19:07:31.5468750Z|Program_Runtime_Seconds|9
2017-02-07T19:07:32.2500000Z|Block_Number|13
2017-02-07T19:07:32.4218750Z|Feed_Rate|192.516666666667
2017-02-07T19:07:32.4218750Z|Spindle_Speed|497.760080
2017-02-07T19:07:32.5781250Z|Program_Runtime_Seconds|10
2017-02-07T19:07:32.5937500Z|Spindle_Speed|1866.600299
2017-02-07T19:07:32.7343750Z|Spindle_Speed|2488.800398
2017-02-07T19:07:32.9062500Z|Spindle_Speed|3733.200597
2017-02-07T19:07:33.0781250Z|Spindle_Speed|4355.400697
2017-02-07T19:07:33.2343750Z|Spindle_Speed|5350.920856
2017-02-07T19:07:33.4062500Z|Spindle_Speed|6595.321055
2017-02-07T19:07:33.5937500Z|Program_Runtime_Seconds|11
2017-02-07T19:07:33.6093750Z|Spindle_Speed|7839.721254
2017-02-07T19:07:33.7343750Z|Spindle_Speed|8586.361374
